,options,sensitive,non_sensitive
0,0.7334287300473079,0.003313874139858175,0.003324575881700431
1,0.6449991572299041,0.005207130435258556,0.005213162221140988
2,0.28456061528413557,0.002218705542323507,0.0022186288657181086
3,0.14936924001813168,0.001191572132509533,0.0011915848398920126
4,0.75208628627297,0.004627461324262505,0.004627362185056327
5,0.22653339686075924,0.0016348293188048757,0.001634799417558258
6,0.6729818526073359,0.0025829039975469037,0.0025829167871860292
7,0.7700078438065248,0.007249552669645887,0.007256659199015081
8,0.9741769782685878,0.00012953228605719347,0.00013096144241352093
9,0.7349152573588071,0.002627534690276878,0.002628681760118212
10,0.8765681127551943,0.0020748088108533125,0.002074870688226038
11,0.7286890444229357,0.0039746525721575665,0.003975279782966967
12,0.7114214627799811,0.0012848917903491852,0.0012849180181555564
13,0.9051075700263027,0.0007362843748985881,0.0007401830704309997
14,0.32950083682953846,0.002750172970757525,0.0027503509902418455
15,0.7338395542174112,0.001854570476791384,0.0018545796887112775
16,0.888400506839389,0.001935905042032754,0.001935945725313859
17,0.1867620437842561,0.0016370819129019054,0.0016370740511396642
18,0.8912142769841012,0.0016056600760505635,0.0016057195103066912
19,0.812637279741466,0.005919041906616851,0.005925514133602594
20,0.813266750832554,0.00231996168134474,0.002321233838193437
21,0.9419991865397606,0.0003004533929032993,0.0003004900320413492
22,0.8686167682899395,0.0016046863467495953,0.001608868671900382
23,0.5781498699943768,0.0007634698068944012,0.0007635054029657695
24,0.8542752233915962,0.0017447865979747235,0.001744786640375584
25,0.7848484174573969,0.00048410392077891107,0.00048648465938816443
26,0.6353216880233958,0.0013776470265827179,0.0013776630354818131
27,0.8679830194378155,0.0010830612009237184,0.0010831843514944595
28,0.609794374264311,0.005885998893983668,0.005895860311492029
29,0.1718861299159471,0.0033274409806067773,0.00332741686570015
30,0.9310203941859072,0.0008260558923293138,0.0008266879593325227
31,0.8861073803709587,0.0007300631246407452,0.0007344426223493405
32,0.8561812356347218,0.0020157422097178967,0.0020157606207065193
33,0.8771097952849232,0.0026134111566086804,0.002621759268376961
34,0.7261148384422995,0.002481816279430671,0.0024818191316808846
35,0.24720112630166113,0.002222044103787235,0.002222016430134227
36,0.8965805268962868,0.0013947994496782412,0.001394802800141759
37,0.8673773798800539,0.0022664165873977904,0.0022664912946749327
38,0.751370258120005,0.00391540159427195,0.003915651837776313
39,0.790968805376906,0.007701400605390596,0.007708213156139454
40,0.6633027418865822,0.0048395800733964656,0.004839567953192514
41,0.7675239256495843,0.0022616783423741182,0.002264033177363123
42,0.7129338394588558,0.0014228375917644254,0.0014228513693077538
43,0.8771425948216347,0.001235212731204749,0.0012353020025527295
44,0.265818974134163,0.0019109123530887118,0.001910911282639094
45,0.7464488984987838,0.0018180397296088113,0.0018180435976784537
46,0.6820862552849576,0.0033309213390784187,0.0033308242464831217
47,0.7483217163244262,0.0019961879491523504,0.001996187065241073
48,0.7125353579758666,0.005461868091684696,0.0054704542467209905
49,0.7483016072947066,0.0035792256567203085,0.0035792518070481005
50,0.8106027000467293,0.002203406688389087,0.0022048330031614327
51,0.8091987940570107,0.0007344706754026653,0.0007375673166586383
52,0.9377630219023558,0.0003586750831992003,0.0003587155118479138
53,0.8511307344597299,0.0015873166309552378,0.00158731627583919
54,0.8776028633437818,0.001313176370783875,0.00131324955769474
55,0.7041418121661991,0.004402209627170972,0.004402291958236049
56,0.8535260570497485,0.001777085137467882,0.001777163108125368
57,0.8684772729611723,0.0007301427822983264,0.0007315072205738155
58,0.9057326831680257,0.0021890986363901632,0.002189155690739908
59,0.8614151352376211,0.0017175572569629316,0.0017175876898940512
60,0.8847636930295266,0.0011633606637362348,0.0011633774136208253
61,0.8253373980114702,0.0015041250205185541,0.0015054396074428156
62,0.8155743271345273,0.0018680841525893777,0.0018680884653592411
63,0.7247540398166166,0.00037156196386739504,0.0003715673125853636
64,0.8561523233292974,0.0026461862207536324,0.002652086525654962
65,0.5926116809714586,0.0036986968849324064,0.0036986843313480122
66,0.7745018403074937,0.0016481152014022338,0.0016507623095938229
67,0.7472354858764447,0.0055019862223470994,0.005512170571795982
68,0.6382618852076121,0.002790255504240946,0.0027902582401271303
69,0.8643057581066387,0.0011980320299888048,0.0011981478785587918
70,0.8127044290886261,0.0018419648483084528,0.0018419577628605577
71,0.771271492674714,0.0023369535305246547,0.002336927207759687
72,0.524273315211758,0.004603532514524389,0.004603389698301985
73,0.15295988076832145,0.0012889963748590194,0.0012890306916979455
74,0.8381365468958393,0.003246602434596735,0.0032522340424245844
75,0.861936448403867,0.0016436148209639234,0.001643634912737335
76,0.8648782067757566,0.0018039032636842922,0.0018039743088238414
77,0.7380399344256148,0.0030094887348899313,0.003009363225126016
78,0.8860477291600546,0.0017859726284337185,0.0017929235250651043
79,0.270572951194481,0.00230267338232526,0.002308297800145326
80,0.8461272091371939,0.0015626767380290119,0.0015626760679694762
81,0.7182421179313678,0.0018234849107698903,0.0018235100546517558
82,0.5345341811480466,0.005750127001290739,0.00575016187756483
83,0.9195530061952013,0.001577934852997065,0.0015779675388055692
84,0.8529996148718055,0.001512743080551271,0.0015127423543361274
85,0.7119247345253825,0.0026392615603496594,0.0026392292606119416
86,0.7638122004791512,0.0036596631538690083,0.0036596817440794904
87,0.8958298086508876,0.001615646279866989,0.0016234916374815167
88,0.8550093815720174,0.0014861188393096025,0.0014861180612384117
89,0.6687208106450271,0.0043620770753065585,0.004362068653354423
90,0.8165650228911545,0.0020868945575909237,0.002086872619244673
91,0.7280385616759304,0.002944049697161777,0.0029439475478021393
92,0.7910090086661512,0.0011957535654067986,0.0011969926615602589
93,0.7815515048569068,0.005730203086813379,0.0057351392177077964
94,0.6526380890791188,0.001352388205803745,0.0013523870236732405
95,0.9459082378343737,0.0003626537809424679,0.0003626823528949871
96,0.836336439329898,0.002490914758761509,0.002490853532829407
97,0.14594487832073355,0.0009843560274547247,0.0009843565223254525
98,0.8027882049937034,0.0008504736339990382,0.000850479426138695
99,0.8485791342827724,0.0007499181333107119,0.0007499043617726422
100,0.767364704515785,0.0046007537834587,0.004600667418334536
101,0.8044907300791238,0.0015961602956831022,0.0016025185864325664
102,0.8278529660310596,0.0013089636274998817,0.0013089625961826556
103,0.7506892987876199,0.0048000376579078186,0.004799911436980775
